,book_name,Ganer,rating,rating_count,pages,price,Author
4349,Arcanun Ilimitado/ Arcanum Unbounded,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Short Story Books",4.49,35337,784,168.48,Andy Griffiths
4350,El camino de los reyes (El Archivo de las Tormentas 1),"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids, Fantasy Books for Kids",4.65,405761,1126,124.51,Andy Griffiths
4351,Esquirla del amanecer / Dawnshard,"Fantasy, Fantasy Books, Short Story Books",4.5,45906,256,100.62,Andy Griffiths
4352,"Dragondrums, 3","Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.09,34446,256,44.69,Andy Griffiths
4353,Elantris / Elantris: Author's Definitive Edition,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.19,228524,800,134.06,Andy Griffiths
4354,Aleación de ley (Nacidos de la bruma [Mistborn] 4),"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.21,182125,368,76.41,Andy Griffiths
4355,Brazales de fuego/ The Bands of Mourning,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.43,107492,512,131.87,Andy Griffiths
4356,Alcatraz versus the Scrivener's Bones,"Sci Fi Books for Kids, Fantasy Books for Kids",4.13,13761,240,65.49,Andy Griffiths
4357,El heroe de las eras / The Hero of Ages,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.52,351819,760,91.97,Andy Griffiths
4358,Curso de escritura creativa,"Linguistics, Literary Essays",4.34,400,496,115.09,Andy Griffiths
4359,Palabras radiantes (El Archivo de las Tormentas 2),"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids, Fantasy Books for Kids",4.75,287189,1248,126.77,Andy Griffiths
4360,El Pozo de la Ascension/ Nacidos de la Bruma 2,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids",4.38,379232,785,108.18,Andy Griffiths
4362,Escuadron / Skyward,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Childrens Fiction, Adventure Books for Kids, Sci Fi Books for Kids",4.49,113655,528,86.88,Andy Griffiths
4363,El Imperio Final (Nacidos de la bruma-Mistborn). Edición ilustrada,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.47,558791,672,180.51,Andy Griffiths
4364,Sombras de identidad (Nacidos de la bruma [Mistborn] 5),"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.29,119589,440,78.62,Andy Griffiths
4365,El Héroe de las Eras (Nacidos de la Bruma-Mistborn [edición ilustrada] 3),"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.52,352166,760,179.59,Andy Griffiths
4366,Brazales de duelo,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.42,105615,512,83.18,Andy Griffiths
4367,El Pozo de la Ascensión (Nacidos de la Bruma-Mistborn [edición ilustrada] 2),"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.38,383893,784,181.17,Andy Griffiths
4368,Torres de medianoche,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.46,144467,944,141.91,Andy Griffiths
4369,La tormenta,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.4,147630,824,136.04,Andy Griffiths
4370,El aliento de los dioses / Warbreaker,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.3,163482,720,152.42,Andy Griffiths
4371,The Emperor's Soul : 10th Anniversary Edition,"Adventure Books, Fantasy, Fantasy Books",4.37,81284,192,67.10,Andy Griffiths
4372,El Aliento de Los Dioses,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids, English Language: Reading & Writing Skills",4.3,161583,688,196.34,Andy Griffiths
4373,Zaginiony metal,Home,4.52,23729,536,82.73,Andy Griffiths
4374,A Memory of Light,"Fantasy, Fantasy Books",4.55,128978,912,114.31,Andy Griffiths
4375,Arena blanca/ White Sand,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Graphic Novels, Anime & Manga, Sci Fi Books for Kids",3.63,15212,160,105.74,Andy Griffiths
4376,El aliento de los dioses,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.3,163651,720,105.94,Andy Griffiths
4377,El Rithmatista,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids, Fantasy Books for Kids",4.24,62195,448,119.27,Andy Griffiths
4378,Bohater wieków Tom 3 Wydanie jubileuszowe,Home,4.52,352006,816,88.73,Andy Griffiths
4379,"Mistborn Trilogy Boxed Set : The Final Empire, The Well of Ascension, The Hero of Ages","Fantasy, Fantasy Books",4.58,48834,1000,43.51,Andy Griffiths
4380,Arcanum ilimitado,Home,4.49,35881,784,115.49,Andy Griffiths
4381,Calamity (Spanish Edition),"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Childrens Fiction, Childrens General Story Books, Adventure Books for Kids, Sci Fi Books for Kids, Family, People & Places, Family Issues",4.18,74000,416,77.87,Andy Griffiths
4382,Studnia wstąpienia Tom 2 : Wydanie jubileuszowe,Home,4.38,383287,832,88.73,Andy Griffiths
4383,Legion and The Emperor's Soul,"Fantasy, Fantasy Books",4.35,2821,224,50.49,Andy Griffiths
4384,Żałobne Opaski Z mgły zrodzony Tom 6,Home,4.43,107259,416,73.72,Andy Griffiths
4386,Steelheart(Spanish Edition),"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids",4.14,169741,416,77.87,Andy Griffiths
4387,Cienie tożsamości : wydanie jubileuszowe,Home,4.29,119749,353,67.65,Andy Griffiths
4388,Tancerka krawędzi,Home,4.25,73313,160,40.63,Andy Griffiths
4389,Brandon Sanderson's White Sand Volume 1,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Graphic Novels, Anime & Manga, Graphic Novels: Literary & Memoirs",3.63,15232,160,91.50,Andy Griffiths
4390,Stop prawa : wydanie jubileuszowe,Home,4.21,182684,304,67.65,Andy Griffiths
4391,Towers Of Midnight : Book 13 of the Wheel of Time (soon to be a major TV series),"Fantasy, Fantasy Books",4.46,145122,976,55.40,Andy Griffiths
4392,A Memory Of Light : Book 14 of the Wheel of Time (soon to be a major TV series),"Fantasy, Fantasy Books",4.55,129740,1056,55.40,Andy Griffiths
4393,Rytm wojny : Archiwum Burzowego Światła Tom 4 Część 2,Home,4.64,1153,718,69.94,Andy Griffiths
4394,Die Splitter der Macht,Fiction In Translation,4.66,4454,1120,121.11,Andy Griffiths
4395,"Omnibus Legión 1, 2, 3","Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids, Fantasy Books for Kids",4.19,11917,320,120.51,Andy Griffiths
4396,Archiwum Burzowego Światła Tom 4 Część 1 Rytm wojny,Home,4.52,1332,636,67.91,Andy Griffiths
4398,Brandon Sanderson's White Sand Volume 3,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Graphic Novels, Anime & Manga, Graphic Novels: Literary & Memoirs",3.67,5760,160,76.68,Andy Griffiths
4399,Kinder des Nebels,Home,4.47,557906,896,32.05,Andy Griffiths
4401,Der Pfad der Winde,Home,4.79,17826,784,32.05,Andy Griffiths
4402,Die Worte des Lichts,Fiction In Translation,4.72,9186,976,114.83,Andy Griffiths
4403,Alcatraz contra los bibliotecarios malvados 4: Las lentes fragmentadas : Las lentes fragmentadas,"Childrens Fiction, Fantasy Books for Kids",4.13,9755,304,62.08,Andy Griffiths
4404,Held aller Zeiten,"Fantasy, Fantasy Books",4.52,352006,989,84.71,Andy Griffiths
4405,Die Tänzerin am Abgrund,Home,4.25,73313,222,64.13,Andy Griffiths
4406,Der Ruf der Klingen,Fiction In Translation,4.5,5122,960,116.93,Andy Griffiths
4407,Alcatraz contra los bibliotecarios / Alcatraz vs. the Evil Librarians,"Childrens Fiction, Adventure Books for Kids, Fantasy Books for Kids",3.91,26877,320,92.23,Andy Griffiths
4408,Odprysk świtu,Home,4.5,45906,176,41.35,Andy Griffiths
4409,Migawka,Home,4.06,13683,86,30.80,Andy Griffiths
4410,Der Turm der Lichter,Fiction In Translation,4.64,1149,1072,120.26,Andy Griffiths
4411,Los caballeros de cristalia / The Knights of Crystallia,"Childrens Fiction, Fantasy Books for Kids",4.13,11377,320,82.38,Andy Griffiths
4412,Die Stürme des Zorns,Fiction In Translation,4.82,8559,800,100.48,Andy Griffiths
4413,Metall der Götter,"Fantasy, Fantasy Books",4.52,22835,688,73.21,Andy Griffiths
4414,Der Rhythmus des Krieges,Fiction In Translation,4.52,1332,960,65.89,Andy Griffiths
4415,The Gathering Storm : Book 12 of the Wheel of Time (soon to be a major TV series),"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.4,147630,848,99.69,Andy Griffiths
4416,The Gathering Storm : Book 12 of the Wheel of Time,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.4,146960,784,99.69,Andy Griffiths
4417,Do Gwiazd,Home,4.49,113599,606,32.05,Andy Griffiths
4418,Der Weg der Könige,Home,4.64,21799,896,32.05,Andy Griffiths
4419,El talento oscuro / The Dark Talent,"Childrens Fiction, Adventure Books for Kids, Sci Fi Books for Kids, Fantasy Books for Kids, Graphic Novels",4.11,6290,288,90.85,Andy Griffiths
4420,CORAÇÃO DE AÇO: LIVRO I DA SÉRIE EXECUTORES,Contemporary Fiction,4.14,169741,392,321.56,Andy Griffiths
4421,Legion : Wiele żywotów Stephena Leedsa,Home,4.18,11797,320,57.59,Andy Griffiths
4423,Der Splitter der Dämmerung,Fiction In Translation,4.51,44391,285,64.90,Andy Griffiths
4424,Legion Kłamstwa patrzącego,Home,4.12,6198,112,31.03,Andy Griffiths
4425,Cytonic - Unendlich weit von Zuhause,"Space Opera, Space Opera, Fiction In Translation",4.1,32682,480,65.85,Andy Griffiths
4426,Starsight - Bis zum Ende der Galaxie,"Space Opera, Space Opera, Fiction In Translation",4.39,71591,509,80.92,Andy Griffiths
4427,CALAMIDADE: LIVRO III DA SÉRIE EXECUTORES,Contemporary Fiction,4.18,74444,384,321.56,Andy Griffiths
4428,Los huesos del escriba,"Childrens Fiction, Adventure Books for Kids, Sci Fi Books for Kids, Fantasy Books for Kids",4.13,13761,328,92.65,Andy Griffiths
4429,Reckoners 1. Steelheart,"Childrens Fiction, Adventure Books for Kids, Family",4.14,169741,400,55.03,Andy Griffiths
4430,Slowa swiatlosci,Home,4.75,284071,958,32.05,Andy Griffiths
4431,SKYWARD: CONQUISTE AS ESTRELAS,Contemporary Fiction,4.49,112349,400,270.61,Andy Griffiths
4432,El rithmatista / The Rithmatist,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids",4.24,62527,448,79.38,Andy Griffiths
4433,Das Rad der Zeit 13,"Fantasy, Fantasy Books",4.46,144467,1008,90.90,Andy Griffiths
4434,MAGIC: The Gathering - Die Kinder des Namenlosen,Home,3.94,2393,272,64.95,Andy Griffiths
4435,"Dark One, Book 1","Graphic Novels, Anime & Manga, Graphic Novels",3.7,2262,224,67.79,Andy Griffiths
4436,Dawca przysiegi tom 1,"Contemporary Fiction, Fantasy, Fantasy Books, Miscellaneous Items",4.5,5122,1,48.90,Andy Griffiths
4437,The Stormlight Archive : Words of Radiance,"Science Fiction, Science Fiction",4.82,8440,750,259.85,Andy Griffiths
4438,Alcatraz kontra Bibliotekarze Czesc 4 Zakon Rozbitej Soczewki,Childrens Fiction,4.13,9836,288,53.98,Andy Griffiths
4439,Alcatraz kontra Bibliotekarze. T.1. Piasek Raszida,Home,3.91,26640,312,47.06,Andy Griffiths
4440,Cytoniczka,Home,4.1,32529,512,32.05,Andy Griffiths
4441,Archiwum Burzowego Światła Tom 2 Księga 4 Rytm wojny,Home,4.63,1067,624,70.45,Andy Griffiths
4442,Sabbia Bianca. Un graphic novel del Cosmoverso,Home,3.63,14928,464,152.65,Andy Griffiths
4443,Wśród Gwiazd,Home,4.39,71693,550,32.05,Andy Griffiths
4444,Il ritmo della guerra. Le cronache della Folgoluce (Vol. 4),Home,4.62,103473,1344,212.25,Andy Griffiths
4445,Firefight (Spanish Edition),"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Childrens Fiction, Childrens General Story Books, Adventure Books for Kids, Sci Fi Books for Kids, Family, People & Places, Family Issues",4.26,93887,440,79.68,Andy Griffiths
4446,Archiwum Burzowego Swiatla Tom 1 Dawca Przysiegi,"Contemporary Fiction, Fantasy, Fantasy Books",4.5,5230,560,82.49,Andy Griffiths
4447,Droga krolow,"Contemporary Fiction, Fantasy, Fantasy Books, Miscellaneous Items",4.65,405761,1,55.00,Andy Griffiths
4448,Bänder der Trauer,"Fantasy, Fantasy Books",4.43,107259,592,79.44,Andy Griffiths
4449,Skyward - Der Ruf der Sterne,"Space Opera, Space Opera",4.49,112349,571,81.94,Andy Griffiths
4450,Das Rad der Zeit 14,"Fantasy, Fantasy Books",4.55,128978,1088,98.00,Andy Griffiths
4451,Schatten über Elantel,"Fantasy, Fantasy Books",4.29,119589,528,79.75,Andy Griffiths
4452,Bohater wiekow,"Contemporary Fiction, Fantasy, Fantasy Books",4.52,351652,672,44.38,Andy Griffiths
4453,Krieger des Feuers,Home,4.38,383287,992,32.05,Andy Griffiths
4454,Sturmklänge,Home,4.3,163651,768,32.05,Andy Griffiths
4455,Alcatraz kontra Bibliotekarze 5 Mroczny talent,Childrens Fiction,4.11,6290,280,53.38,Andy Griffiths
4456,Rozjemca,"Contemporary Fiction, Fantasy, Fantasy Books",4.3,163651,672,67.91,Andy Griffiths
4457,天防者,Home,4.49,112349,496,162.30,Andy Griffiths
4458,TORMENTA DE FOGO: LIVRO II DA SÉRIE EXECUTORES,Contemporary Fiction,4.26,94863,374,321.56,Andy Griffiths
4459,Das Rad der Zeit 12,"Fantasy, Fantasy Books",4.4,146960,896,95.56,Andy Griffiths
4460,Reckoners 2. Firefight,"Childrens Fiction, Adventure Books for Kids, Family",4.26,94816,419,54.85,Andy Griffiths
4461,Alcatraz,"Fantasy, Fantasy Books, Childrens Fiction",4.21,700,800,70.35,Andy Griffiths
4462,Alcatraz versus the Shattered Lens,"Sci Fi Books for Kids, Fantasy Books for Kids",4.13,9755,224,49.91,Andy Griffiths
4463,El Heroe de Las Eras / The Hero of Ages,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids",4.52,352166,757,92.81,Andy Griffiths
4464,Alcatraz versus the Evil Librarians,"Sci Fi Books for Kids, Fantasy Books for Kids",3.91,26640,208,46.60,Andy Griffiths
4465,El Imperio Final / The Final Empire,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.47,557519,663,149.46,Andy Griffiths
4466,Alcatraz versus the Knights of Crystallia,"Sci Fi Books for Kids, Fantasy Books for Kids",4.13,11288,240,46.60,Andy Griffiths
4467,Aleacion de Ley,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids, Fantasy Books for Kids",4.21,182489,359,131.87,Andy Griffiths
4468,Brandon Sanderson's White Sand Volume 1 (Signed Limited Edition),"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Graphic Novels, Anime & Manga, Graphic Novels: Literary & Memoirs",3.63,14928,160,91.50,Andy Griffiths
4469,El Pozo de la Ascensión (Nacidos de la bruma [Mistborn] 2),Home,4.38,379232,800,108.03,Andy Griffiths
4470,The Way of Kings: Bk. 1,"Contemporary Fiction, Adventure Books, Fantasy, Fantasy Books",4.65,405761,1008,97.95,Andy Griffiths
4471,Reckoners 3. Calamity,"Childrens Fiction, Adventure Books for Kids",4.18,74000,421,55.03,Andy Griffiths
4472,El Camino de los Reyes,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.65,410470,1196,153.26,Andy Griffiths
4473,Legion y Alma del Emperador,"Adventure Books, Science Fiction, Fantasy, Fantasy Books, Fantasy Books for Kids, Short Stories for Kids, People & Places",4.35,2830,237,74.29,Andy Griffiths
4474,The Year's Best Dark Fantasy & Horror 2014 Edition,"Anthologies (non-poetry), Fantasy, Fantasy Books",3.79,268,576,77.08,Andy Griffiths
4475,Sissoylu 6 Matem Bantlari,Home,4.42,105615,396,32.05,Andy Griffiths
4476,Archiwum Burzowego Światła Księga 4 Tom 1 Rytm wojny,Home,4.51,1250,544,32.05,Andy Griffiths
4477,Archiwum Burzowego Świata T.3.2 Dawca Przysięgi,Home,4.66,4454,752,67.91,Andy Griffiths
4478,Sinirsiz Arcanum,Home,4.49,35337,640,32.05,Andy Griffiths
4480,Geceyarisi Kuleleri - Zaman Carki 13,Home,4.46,144467,864,32.05,Andy Griffiths
4481,Mistborn : Final Empire,"Fantasy, Fantasy Books, Adventure Books for Kids, Fantasy Books for Kids",4.47,558791,657,46.83,Andy Griffiths
4483,"Coeur D'Acier (Coeur D'Acier, Tome 1)","Horror, Horror, Fantasy, Fantasy Books",4.14,169741,528,74.08,Andy Griffiths
4484,Stalowe Serce,Home,4.14,170294,444,32.05,Andy Griffiths
4485,Mistborn. La legge delle lande,Home,4.21,180065,341,32.05,Andy Griffiths
4486,La Espada Infinita. Redencion,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids",3.84,6120,202,107.01,Andy Griffiths
4487,Steelheart : Library Edition,"Adventure Books for Kids, Sci Fi Books for Kids",4.14,169741,10,55.03,Andy Griffiths
4488,Presagi di tempesta. La ruota del tempo,Home,4.4,146960,935,32.05,Andy Griffiths
4489,Il Ritmatista. Il Ritmatista,Home,4.24,62195,381,32.05,Andy Griffiths
4490,Stop prawa,Home,4.21,182684,304,32.05,Andy Griffiths
4491,Beyaz Kum - 1,Home,3.63,14928,160,32.05,Andy Griffiths
4492,Alcatraz 5 : Kara Yetenek,Home,4.11,6290,192,32.05,Andy Griffiths
4493,Dawca Przysiegi 2 Archiwum Burzowego Swiatla Ksiega trzecia,"Contemporary Fiction, Fantasy, Fantasy Books",4.66,4454,656,44.38,Andy Griffiths
4494,Oathbringer,Home,4.66,4349,768,46.73,Andy Griffiths
4495,Alcatraz kontra Bibliotekarze T3.Rycerze Krystalii,Home,4.13,11377,312,32.05,Andy Griffiths
4496,Alcatraz kontra Bibliotekarze. T.2. Kości skryby,Home,4.13,13761,320,32.05,Andy Griffiths
4497,Warbreaker (Chinese Edition),Home,4.3,161583,642,70.51,Andy Griffiths
4498,Skyward Flight : The Collection,Childrens Fiction,4.47,1426,640,44.98,Andy Griffiths
4500,"Pozo de La Ascensin, El","Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids",4.38,383287,800,108.03,Andy Griffiths
4502,Das Rad der Zeit 13. Das Original : Mitternachtstürme,"Fantasy, Fantasy Books",4.46,144467,1008,69.28,Andy Griffiths
4503,L'Ame de L'Empereur,"Contemporary Fiction, Fantasy, Fantasy Books",4.37,81383,216,44.38,Andy Griffiths
4504,Il Conciliatore,Home,4.3,161583,683,32.05,Andy Griffiths
4505,"La Voie Des Rois 2 (Les Archives de Roshar, Tome 1)","Fantasy, Fantasy Books",4.79,17618,768,69.28,Andy Griffiths
4506,De held van weleer,Home,4.52,352166,720,32.05,Andy Griffiths
4507,Mistborn. Il campione delle ere,Home,4.52,352006,793,32.05,Andy Griffiths
4509,Mistborn. Il pozzo dell'ascensione,Home,4.38,383287,835,32.05,Andy Griffiths
4510,Studnia wstapienia,"Contemporary Fiction, Fantasy, Fantasy Books",4.38,382871,800,44.38,Andy Griffiths
4511,Mistborn. L'ultimo impero,Home,4.47,557906,608,32.05,Andy Griffiths
4512,Bialy piasek,"Fantasy, Fantasy Books, Graphic Novels, Anime & Manga",3.63,15203,160,69.28,Andy Griffiths
4513,Legion : Lies of the Beholder,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.12,6202,152,67.97,Andy Griffiths
4514,De naderende storm,Home,4.4,147662,878,32.05,Andy Griffiths
4515,Alcatraz und das Pergament des Todes,Home,4.13,13761,304,32.05,Andy Griffiths
4516,"Elantris (Chute, Suivi de Redemption)","Fantasy, Fantasy Books",4.19,226441,800,69.28,Andy Griffiths
4517,Savas Ritmi Cilt 2,Home,4.63,1067,656,32.05,Andy Griffiths
4518,無垠祕典（作者親簽限量典藏精裝版）,Home,4.49,35337,784,32.05,Andy Griffiths
4519,Sissoylu 5 - Benligin Gölgeleri,Home,4.29,117636,356,32.05,Andy Griffiths
4520,"Le Livre Des Radieux, Volume 1 (Les Archives de Roshar, Tome 2)","Fantasy, Fantasy Books",4.72,9026,896,69.28,Andy Griffiths
4521,"La Voie Des Rois Volume 1 (Les Archives de Roshar, Tome 1)","Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.64,22067,992,137.04,Andy Griffiths
4522,Archiwum Burzowego Światła Tom 1 Droga królów,Home,4.65,409889,1136,79.29,Andy Griffiths
4523,MISTBORN SEGUNDA ERA - AS SOMBRAS DE SI MESMO,Contemporary Fiction,4.29,117636,370,270.61,Andy Griffiths
4524,"Le Puits de l'Ascension (Fils-Des-Brumes, Tome 2)","Fantasy, Fantasy Books",4.38,383893,1080,69.28,Andy Griffiths
4525,Het licht van weleer,Home,4.55,129740,1008,32.05,Andy Griffiths
4526,Krallarin Yolu,Home,4.65,409889,912,32.05,Andy Griffiths
4527,Der Rithmatist,Home,4.24,62195,429,32.05,Andy Griffiths
4528,Herrscher des Lichts : Roman,Home,4.52,352166,992,32.05,Andy Griffiths
4529,Alcatraz und die Ritter von Crystallia : Band 3,Home,4.13,11288,300,32.05,Andy Griffiths
4530,The Rithmatist : Library Edition,"Sci Fi Books for Kids, Fantasy Books for Kids",4.24,62195,9,51.98,Andy Griffiths
4531,"Le Livre Des Radieux, Volume 2 (Les Archives de Roshar, Tome 2)","Fantasy, Fantasy Books",4.82,8440,704,69.28,Andy Griffiths
4532,Savaskiran,Home,4.3,163412,580,32.05,Andy Griffiths
4533,Das Rad der Zeit 12. Das Original : Sturm der Finsternis,"Fantasy, Fantasy Books",4.4,146960,896,89.52,Andy Griffiths
4534,"Le Puits de l'Ascension, (Fils-Des-Brumes**)","Fantasy, Fantasy Books",4.38,379232,726,69.28,Andy Griffiths
4535,Le torri di mezzanotte. La ruota del tempo,Home,4.46,144467,925,32.05,Andy Griffiths
4536,Coeur D'Acier,"Horror, Horror, Fantasy, Fantasy Books",4.14,170221,336,74.08,Andy Griffiths
4537,"Brasier (Coeur D'Acier, Tome 2)","Horror, Horror, Fantasy, Fantasy Books",4.26,94406,544,89.52,Andy Griffiths
4538,Conquista le stelle. Skyward (Vol. 1),Home,4.49,113599,539,32.05,Andy Griffiths
4539,MISTBORN SEGUNDA ERA: OS BRACELETES DA PERDIÇÃO - VOLUME 3,Contemporary Fiction,4.42,105615,404,270.61,Andy Griffiths
4540,Staalhart : De wrekers 1,Home,4.14,169741,416,32.05,Andy Griffiths
4541,Zalobne Opaski,"Contemporary Fiction, Science Fiction",4.43,107259,416,44.38,Andy Griffiths
4542,Calamity. Gli Eliminatori,Home,4.18,74000,379,32.05,Andy Griffiths
4543,Safak Paresi,Home,4.51,44391,256,32.05,Andy Griffiths
4544,Pomruki burzy,Home,4.4,147662,1056,32.05,Andy Griffiths
4545,Alcatraz contre les infames bibliothecaires (Alcatraz tome 1),"Science Fiction, Science Fiction, Childrens General Story Books",3.91,26852,288,49.91,Andy Griffiths
4547,"Le Heros Des Siecles (Fils-Des-Brumes, Tome 3)","Fantasy, Fantasy Books",4.52,352006,1032,69.28,Andy Griffiths
4548,Rad des Tijds      / 12  De naderende storm / druk 1,Home,4.4,146960,878,32.05,Andy Griffiths
4549,The Gathering Storm,"Fantasy, Fantasy Books",4.4,146960,784,114.31,Andy Griffiths
4550,Memoria di luce. La ruota del tempo,Home,4.55,128978,1156,32.05,Andy Griffiths
4551,Brandon Sanderson's White Sand Volume 2 (Signed Limited Edition),"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Graphic Novels, Anime & Manga, Graphic Novels: Literary & Memoirs",3.54,7584,160,145.02,Andy Griffiths
4552,Bialy piasek 2,"Fantasy, Fantasy Books, Graphic Novels, Anime & Manga",3.55,7766,160,89.52,Andy Griffiths
4553,Rytmatysta,Home,4.24,62466,310,69.94,Andy Griffiths
4554,Archiwum burzowego światła T.1 Droga Królów,Home,4.65,405761,974,32.05,Andy Griffiths
4555,"L'Empire Ultime (Fils-Des-Brumes, Tome 1)","Fantasy, Fantasy Books",4.47,558791,913,69.28,Andy Griffiths
4556,Untitled Sanderson 2 of 2 : The Stormlight Archives Book Two,Home,4.75,287039,600,108.56,Andy Griffiths
4557,L'Alliage de la Justice (Une Histoire Des Fils-Des-Brumes),"Contemporary Fiction, Fantasy, Fantasy Books",4.21,180065,312,44.38,Andy Griffiths
4558,Bastiony mroku,Home,4.46,145156,1180,32.05,Andy Griffiths
4559,"H'Roe de Las Eras, El","Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sci Fi Books for Kids, People & Places",4.52,352006,768,108.03,Andy Griffiths
4560,Il conciliatore,Home,4.3,161583,683,32.05,Andy Griffiths
4561,Legion: A Fleur de Peau,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.13,19563,224,49.91,Andy Griffiths
4562,"La Voie Des Rois, Volume 2 (Les Archives de Roshar, Tome 1)","Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.79,17618,864,69.28,Andy Griffiths
4563,Steelheart 2 - Firefight,Home,4.26,94406,516,32.05,Andy Griffiths
4564,Arcanum Unbounded,Contemporary Fiction,4.49,35337,784,130.68,Andy Griffiths
4565,颶光典籍三部曲：引誓之劍（下冊）,"Science Fiction, Science Fiction",4.66,4349,824,49.91,Andy Griffiths
4566,Oathbringer 1. Cilt,Home,4.5,5122,672,32.05,Andy Griffiths
4567,破戰者（上下冊合售）,Home,4.3,161583,784,178.70,Andy Griffiths
4568,Słowa Światłości Archiwum Burzowego Światła Tom 2,Home,4.75,287039,1200,106.87,Andy Griffiths
4569,Z mgły zrodzony Tom 1,Home,4.47,550828,704,88.73,Andy Griffiths
4570,Starsight - Skyward 2,Home,4.39,70781,548,32.05,Andy Griffiths
4571,Mistborn Trilogy,"Fantasy, Fantasy Books",4.58,48546,1712,114.78,Andy Griffiths
4572,Z MGY ZRODZONY BR,Home,4.47,550828,640,32.05,Andy Griffiths
4573,La via dei re. Le cronache della Folgoluce,Home,4.65,409686,1146,32.05,Andy Griffiths
4574,"Isigin Anisi - Zaman Carki 14. Cilt, Ciltli",Home,4.55,129740,928,32.05,Andy Griffiths
4575,"L'Alliage de La Justice (Fils Des Brumes, Tome 4)","Fantasy, Fantasy Books",4.21,180065,456,69.28,Andy Griffiths
4576,Steelheart : Die Rächer 01,Home,4.14,170221,448,32.05,Andy Griffiths
4577,迷霧之子二部曲：昇華之井,"Science Fiction, Science Fiction, Fantasy, Fantasy Books",4.38,383076,760,89.52,Andy Griffiths
4578,Le Heros Des Siecles (Fils-Des-Brumes***),"Fantasy, Fantasy Books",4.52,352483,600,89.52,Andy Griffiths
4579,"L'Empire Ultime, (Fils-Des-Brumes*)","Fantasy, Fantasy Books",4.47,550828,616,89.52,Andy Griffiths
4580,Alcatraz und die dunkle Bibliothek,Home,3.91,26640,304,32.05,Andy Griffiths
4581,Droga Krolow,"Contemporary Fiction, Fantasy, Fantasy Books",4.65,409889,960,44.38,Andy Griffiths
4582,Pozar,"Contemporary Fiction, Science Fiction",4.26,94816,432,44.38,Andy Griffiths
4583,Firefight. Gli Eliminatori,Home,4.26,94406,381,32.05,Andy Griffiths
4584,Firtina Toplaniyor - Zaman Carki 12,Home,4.4,146960,752,32.05,Andy Griffiths
4585,天防者II：星界,Home,4.39,70781,432,32.05,Andy Griffiths
4587,La rueda del tiempo. Torres de medianoche,"Science Fiction, Science Fiction, Fantasy, Fantasy Books, Sagas, Sci Fi Books for Kids",4.46,145156,944,136.04,Andy Griffiths
4588,"La Voie Des Rois 1 (Les Archives de Roshar, Tome 1)","Fantasy, Fantasy Books",4.64,21829,768,69.28,Andy Griffiths
